from,to,symbol,quantity,date
spi-payments,gattino,HIVE,0.14,2020-11-02
spi-payments,edthecanadian,HIVE,0.1,2020-11-02
spi-payments,lammbock,HIVE,0.08,2020-11-02
spi-payments,spirall,HIVE,0.07,2020-11-02
spi-payments,dkid14,HIVE,0.07,2020-11-02
spi-payments,oldmans,HIVE,0.05,2020-11-02
spi-payments,bold-n-italics,HIVE,0.03,2020-11-02
spi-payments,eirik,HIVE,0.03,2020-11-02
spi-payments,sevenoh-fiveoh,HIVE,0.03,2020-11-02
spi-payments,wongbraling,HIVE,0.02,2020-11-02
spi-payments,cwow2,HIVE,0.02,2020-11-02
spi-payments,xyzashu,HIVE,0.01,2020-11-02
spi-payments,invest4free,HIVE,0.01,2020-11-02
spi-payments,cmplxty,HIVE,0.12,2020-11-02
spi-payments,shanibeer,HIVE,1.21,2020-11-02
spi-payments,archon-mining,HIVE,0.004,2020-11-02
spi-payments,taskmaster4450,HIVE,1.33,2020-11-02
spi-payments,silverstackeruk,HIVE,0.009,2020-11-02
spi-payments,cmplxty,HIVE,0.001,2020-11-02
spi-payments,knowhow92,HIVE,0.002,2020-11-02
spi-payments,chrisparis,HIVE,0.006,2020-11-02
spi-payments,flemingfarm,HIVE,0.003,2020-11-02
spi-payments,metzli,HIVE,0.002,2020-11-02
spi-payments,jznsamuel,HIVE,0.003,2020-11-02
spi-payments,spirall,HIVE,0.001,2020-11-02
spi-payments,shanibeer,HIVE,0.009,2020-11-02
spi-payments,taskmaster4450,HIVE,0.01,2020-11-02
spi-payments,roleerob,HIVE,0.017,2020-11-02
spi-payments,gattino,HIVE,0.001,2020-11-02
spi-payments,chronocrypto,HIVE,0.01,2020-11-02
spi-payments,underground,HIVE,0.005,2020-11-02
spi-payments,silverstackeruk,HIVE,1.21,2020-11-02
spi-payments,theb0red1,HIVE,0.002,2020-11-02
spi-payments,chronocrypto,HIVE,1.36,2020-11-02
spi-payments,roleerob,HIVE,2.42,2020-11-02
spi-payments,brofundholdings,HIVE,3.62,2020-11-02
spi-payments,oscarps,HIVE,0.002,2020-11-02
spi-payments,brofundholdings,HIVE,0.026,2020-11-02
spi-payments,adhammer,HIVE,0.001,2020-11-02
spi-payments,lammbock,HIVE,0.001,2020-11-02
spi-payments,coronadino,HIVE,0.001,2020-11-02
spi-payments,felander,HIVE,0.004,2020-11-02
spi-payments,ericburgoyne,HIVE,0.005,2020-11-02
spi-payments,edthecanadian,HIVE,0.001,2020-11-02
spi-payments,ecoinstant,HIVE,0.003,2020-11-02
spi-payments,lammbock,HIVE,0.085,2020-11-09
spi-payments,felander,HIVE,0.612,2020-11-09
spi-payments,invest4free,HIVE,0.012,2020-11-09
spi-payments,wongbraling,HIVE,0.024,2020-11-09
spi-payments,bold-n-italics,HIVE,0.029,2020-11-09
spi-payments,coronadino,HIVE,0.145,2020-11-09
spi-payments,blue.rabbit,HIVE,0.002,2020-11-09
spi-payments,archon-mining,HIVE,0.604,2020-11-09
spi-payments,cwow2,HIVE,0.024,2020-11-09
spi-payments,ecoinstant,HIVE,0.484,2020-11-09
spi-payments,xyzashu,HIVE,0.015,2020-11-09
spi-payments,brofundholdings,HIVE,3.627,2020-11-09
spi-payments,eirik,HIVE,0.027,2020-11-09
spi-payments,adhammer,HIVE,0.151,2020-11-09
spi-payments,oldmans,HIVE,0.048,2020-11-09
spi-payments,sevenoh-fiveoh,HIVE,0.027,2020-11-09
spi-payments,edthecanadian,HIVE,0.102,2020-11-09
spi-payments,ericburgoyne,HIVE,0.777,2020-11-09
spi-payments,oscarps,HIVE,0.242,2020-11-09
spi-payments,theb0red1,HIVE,0.242,2020-11-09
spi-payments,silverstackeruk,HIVE,1.371,2020-11-09
spi-payments,cmplxty,HIVE,0.121,2020-11-09
spi-payments,knowhow92,HIVE,0.249,2020-11-09
spi-payments,chrisparis,HIVE,0.851,2020-11-09
spi-payments,dkid14,HIVE,0.068,2020-11-09
spi-payments,flemingfarm,HIVE,0.484,2020-11-09
spi-payments,metzli,HIVE,0.242,2020-11-09
spi-payments,roleerob,HIVE,2.418,2020-11-09
spi-payments,spirall,HIVE,0.073,2020-11-09
spi-payments,shanibeer,HIVE,1.209,2020-11-09
spi-payments,preparedwombat,HIVE,0.005,2020-11-09
spi-payments,taskmaster4450,HIVE,1.33,2020-11-09
spi-payments,gattino,HIVE,0.135,2020-11-09
spi-payments,chronocrypto,HIVE,1.363,2020-11-09
spi-payments,underground,HIVE,0.725,2020-11-09
spi-payments,jznsamuel,HIVE,0.484,2020-11-09
spi-payments,oldmans,HIVE,0.001,2020-11-16
spi-payments,adhammer,HIVE,0.002,2020-11-16
spi-payments,archon-mining,HIVE,0.006,2020-11-16
spi-payments,brofundholdings,HIVE,0.037,2020-11-16
spi-payments,ecoinstant,HIVE,0.005,2020-11-16
spi-payments,lammbock,HIVE,0.001,2020-11-16
spi-payments,coronadino,HIVE,0.001,2020-11-16
spi-payments,felander,HIVE,0.006,2020-11-16
spi-payments,oscarps,HIVE,0.002,2020-11-16
spi-payments,edthecanadian,HIVE,0.001,2020-11-16
spi-payments,theb0red1,HIVE,0.002,2020-11-16
spi-payments,chronocrypto,HIVE,0.014,2020-11-16
spi-payments,gattino,HIVE,0.001,2020-11-16
spi-payments,roleerob,HIVE,0.024,2020-11-16
spi-payments,taskmaster4450,HIVE,0.016,2020-11-16
spi-payments,spirall,HIVE,0.001,2020-11-16
spi-payments,akumagai,HIVE,0.001,2020-11-16
spi-payments,ericburgoyne,HIVE,0.008,2020-11-16
spi-payments,shanibeer,HIVE,0.012,2020-11-16
spi-payments,metzli,HIVE,0.002,2020-11-16
spi-payments,jznsamuel,HIVE,0.005,2020-11-16
spi-payments,silverstackeruk,HIVE,0.014,2020-11-16
spi-payments,cmplxty,HIVE,0.001,2020-11-16
spi-payments,knowhow92,HIVE,0.003,2020-11-16
spi-payments,chrisparis,HIVE,0.009,2020-11-16
spi-payments,dkid14,HIVE,0.001,2020-11-16
spi-payments,flemingfarm,HIVE,0.005,2020-11-16
spi-payments,sevenoh-fiveoh,HIVE,0.03,2020-11-17
spi-payments,cmplxty,HIVE,0.12,2020-11-17
