from,to,symbol,date,quantity
utopis,nikoleondas,HIVE,2021-03-15,0.861
utopis,mapac,HIVE,2021-03-15,2.878
utopis,no-advice,HIVE,2021-03-15,9.686
utopis,madstacks,HIVE,2021-03-15,1.225
utopis,maarnio,HIVE,2021-03-15,0.554
utopis,lotto-de,HIVE,2021-03-15,0.277
utopis,kaelci,HIVE,2021-03-15,5.535
utopis,jznsamuel,HIVE,2021-03-15,8.684
utopis,revisesociology,HIVE,2021-03-15,7.417
utopis,shoemanchu,HIVE,2021-03-15,4.649
utopis,jackofcrows,HIVE,2021-03-15,5.535
utopis,shroomifer,HIVE,2021-03-15,5.535
utopis,investyourvote,HIVE,2021-03-15,0.443
utopis,simplegame,HIVE,2021-03-15,2.989
utopis,accelerator,HIVE,2021-03-15,0.609
utopis,investinthefutur,HIVE,2021-03-15,3.598
utopis,invest4free,HIVE,2021-03-15,0.277
utopis,simplifylife,HIVE,2021-03-15,9.52
utopis,imfarhad,HIVE,2021-03-15,0.664
utopis,sinistry,HIVE,2021-03-15,0.256
utopis,hykss,HIVE,2021-03-15,56.453
utopis,skylinebuds,HIVE,2021-03-15,4.76
utopis,honeysaver,HIVE,2021-03-15,4.705
utopis,snackaholic,HIVE,2021-03-15,0.443
utopis,spinvest,HIVE,2021-03-15,221.401
utopis,hive-id,HIVE,2021-03-15,0.072
utopis,jeffjagoe,HIVE,2021-03-15,0.066
utopis,shmoogleosukami,HIVE,2021-03-15,1.992
utopis,jemmarti,HIVE,2021-03-15,1.107
utopis,jersteemit,HIVE,2021-03-15,0.831
utopis,juecoree,HIVE,2021-03-15,0.277
utopis,juanvegetarian,HIVE,2021-03-15,0.72
utopis,rickardoh,HIVE,2021-03-15,1.227
utopis,juanmiguelsalas,HIVE,2021-03-15,1.827
utopis,road2nowhere,HIVE,2021-03-15,0.462
utopis,adamada,HIVE,2021-03-15,0.498
utopis,roleerob,HIVE,2021-03-15,19.373
utopis,jongolson,HIVE,2021-03-15,20.48
utopis,hhayweaver,HIVE,2021-03-15,0.443
utopis,salexa5,HIVE,2021-03-15,0.498
utopis,jmsansan.leo,HIVE,2021-03-15,1.55
utopis,jlsplatts,HIVE,2021-03-15,4.705
utopis,scooter77,HIVE,2021-03-15,1.218
utopis,jjb777,HIVE,2021-03-15,55.975
utopis,sevenoh-fiveoh,HIVE,2021-03-15,0.055
utopis,shebe,HIVE,2021-03-15,0.158
utopis,jfang003,HIVE,2021-03-15,0.166
utopis,shepherd-stories,HIVE,2021-03-15,1.439
utopis,amr008,HIVE,2021-03-15,2.058
utopis,arrliinn,HIVE,2021-03-15,0.47
utopis,athomewithcraig,HIVE,2021-03-15,0.183
utopis,coyotelation,HIVE,2021-03-15,11.07
utopis,cervisia,HIVE,2021-03-15,4.428
utopis,daniky,HIVE,2021-03-15,0.01
utopis,damla,HIVE,2021-03-15,0.609
utopis,chireerocks,HIVE,2021-03-15,9.806
utopis,bozz,HIVE,2021-03-15,3.875
utopis,bitandi,HIVE,2021-03-15,0.554
utopis,cwow2,HIVE,2021-03-15,13.081
utopis,bilpcoinbpc,HIVE,2021-03-15,0.111
utopis,cryptoandcoffee,HIVE,2021-03-15,2.768
utopis,beerlotto,HIVE,2021-03-15,0.166
utopis,blockmonster,HIVE,2021-03-15,2.214
utopis,brofundholdings,HIVE,2021-03-15,213.486
utopis,dagger212,HIVE,2021-03-15,6.808
utopis,brettpullen,HIVE,2021-03-15,369.899
utopis,berthold,HIVE,2021-03-15,0.941
utopis,darth-azrael,HIVE,2021-03-15,0.166
utopis,bhattg,HIVE,2021-03-15,5.594
utopis,branbello,HIVE,2021-03-15,0.055
utopis,bearbear613,HIVE,2021-03-15,23.524
utopis,cornavirus,HIVE,2021-03-15,3.1
utopis,bitcoinflood,HIVE,2021-03-15,0.899
utopis,snackaholic,HIVE,2021-03-22,0.327
utopis,simplifylife,HIVE,2021-03-22,7.032
utopis,mpath,HIVE,2021-03-22,0.695
utopis,cryptoandcoffee,HIVE,2021-03-22,2.085
utopis,investinthefutur,HIVE,2021-03-22,3.1479999999999997
utopis,damla,HIVE,2021-03-22,0.49
utopis,enforcer48,HIVE,2021-03-22,1.636
utopis,lotto-de,HIVE,2021-03-22,0.245
utopis,ecoinstant,HIVE,2021-03-22,6.132
utopis,sinistry,HIVE,2021-03-22,0.23
utopis,voinvote.token,HIVE,2021-03-22,0.123
utopis,liotes.burn,HIVE,2021-03-22,1.226
utopis,shmoogleosukami,HIVE,2021-03-22,1.7049999999999998
utopis,globalcontent,HIVE,2021-03-22,0.008
utopis,abrockman,HIVE,2021-03-22,16.352
utopis,ericburgoyne,HIVE,2021-03-22,0.613
utopis,arrliinn,HIVE,2021-03-22,0.572
utopis,enginewitty,HIVE,2021-03-22,10.219999999999999
utopis,libertycrypto27,HIVE,2021-03-22,0.31
utopis,skylinebuds,HIVE,2021-03-22,4.0889999999999995
utopis,myfreebtc,HIVE,2021-03-22,0.204
utopis,writeandearn,HIVE,2021-03-22,0.225
utopis,invest4free,HIVE,2021-03-22,0.286
utopis,shroomifer,HIVE,2021-03-22,4.0889999999999995
utopis,miketr,HIVE,2021-03-22,3.925
utopis,monsterbuster,HIVE,2021-03-22,0.204
utopis,brettpullen,HIVE,2021-03-22,273.705
utopis,elbrava,HIVE,2021-03-22,0.327
utopis,silverstackeruk,HIVE,2021-03-22,18.396
utopis,trumpikas,HIVE,2021-03-22,2.453
utopis,melinda010100,HIVE,2021-03-22,1.642
utopis,accelerator,HIVE,2021-03-22,0.45
utopis,votebetting,HIVE,2021-03-22,32.705
utopis,meesterboom,HIVE,2021-03-22,4.0889999999999995
utopis,eirik,HIVE,2021-03-22,4.511
utopis,elianaicgomes,HIVE,2021-03-22,0.409
utopis,bitcoinflood,HIVE,2021-03-22,0.746
utopis,brofundholdings,HIVE,2021-03-22,157.68099999999998
utopis,taskmanager,HIVE,2021-03-22,10.219999999999999
utopis,simplegame,HIVE,2021-03-22,2.2079999999999997
utopis,mapac,HIVE,2021-03-22,1.8809999999999998
utopis,madstacks,HIVE,2021-03-22,0.617
utopis,em3di,HIVE,2021-03-22,0.041
utopis,maarnio,HIVE,2021-03-22,0.409
utopis,bitandi,HIVE,2021-03-22,0.409
utopis,moonthumb,HIVE,2021-03-22,0.123
utopis,rahul.stan,HIVE,2021-03-22,0.824
utopis,largeadultson,HIVE,2021-03-22,0.204
utopis,cervisia,HIVE,2021-03-22,3.27
utopis,juanmiguelsalas,HIVE,2021-03-22,1.063
utopis,cmmemes,HIVE,2021-03-22,0.431
utopis,flauwy,HIVE,2021-03-22,13.613000000000001
utopis,stickupboys,HIVE,2021-03-22,0.572
utopis,velourex,HIVE,2021-03-22,0.409
utopis,jongolson,HIVE,2021-03-22,15.331
utopis,jmsansan.leo,HIVE,2021-03-22,1.2679999999999998
utopis,summertooth,HIVE,2021-03-22,2.085
utopis,gillianpearce,HIVE,2021-03-22,1.226
utopis,anderssinho,HIVE,2021-03-22,0.041
utopis,jlsplatts,HIVE,2021-03-22,3.475
utopis,cwow2,HIVE,2021-03-22,9.661999999999999
utopis,funnel,HIVE,2021-03-22,0.817
utopis,jjb777,HIVE,2021-03-22,41.342
utopis,amr008,HIVE,2021-03-22,1.775
utopis,uyobong,HIVE,2021-03-22,4.843999999999999
utopis,tandara,HIVE,2021-03-22,12.265
utopis,taskmaster4450,HIVE,2021-03-22,16.721
utopis,jfang003,HIVE,2021-03-22,0.123
utopis,gadrian,HIVE,2021-03-22,0.613
utopis,cornavirus,HIVE,2021-03-22,2.2889999999999997
utopis,bhattg,HIVE,2021-03-22,4.213
utopis,jeffjagoe,HIVE,2021-03-22,0.162
utopis,jersteemit,HIVE,2021-03-22,0.613
utopis,jemmarti,HIVE,2021-03-22,0.817
utopis,juanvegetarian,HIVE,2021-03-22,0.531
utopis,leontr,HIVE,2021-03-22,0.409
utopis,jackofcrows,HIVE,2021-03-22,7.183
utopis,stevelivingston,HIVE,2021-03-22,0.125
utopis,vipservice,HIVE,2021-03-22,42.730000000000004
utopis,erikah,HIVE,2021-03-22,1.2979999999999998
utopis,coyotelation,HIVE,2021-03-22,8.176
utopis,spinvest,HIVE,2021-03-22,163.527
utopis,investyourvote,HIVE,2021-03-22,0.368
utopis,a1-shroom-spores,HIVE,2021-03-22,0.572
utopis,knowhow92,HIVE,2021-03-22,10.198
utopis,st8z,HIVE,2021-03-22,0.368
utopis,kiokizz,HIVE,2021-03-22,0.409
utopis,bilpcoinbpc,HIVE,2021-03-22,0.041
utopis,starstrings01,HIVE,2021-03-22,0.672
utopis,glastar,HIVE,2021-03-22,4.0889999999999995
utopis,kingneptune,HIVE,2021-03-22,4.0889999999999995
utopis,evernoticethat,HIVE,2021-03-22,2.6719999999999997
utopis,dagger212,HIVE,2021-03-22,5.028
utopis,failingforwards,HIVE,2021-03-22,0.442
utopis,trumpman,HIVE,2021-03-22,11.795
utopis,khan.dayyanz,HIVE,2021-03-22,9.199
utopis,chireerocks,HIVE,2021-03-22,7.243
utopis,stayoutoftherz,HIVE,2021-03-22,1.8399999999999999
utopis,teenagecrypto,HIVE,2021-03-22,1.194
utopis,kaelci,HIVE,2021-03-22,4.0889999999999995
utopis,jznsamuel,HIVE,2021-03-22,6.97
utopis,victor-alexander,HIVE,2021-03-22,0.072
utopis,finguru,HIVE,2021-03-22,0.417
utopis,juecoree,HIVE,2021-03-22,0.204
utopis,daniky,HIVE,2021-03-22,0.045
utopis,thelogicaldude,HIVE,2021-03-22,0.409
utopis,thisismylife,HIVE,2021-03-22,0.409
utopis,shebe,HIVE,2021-03-22,0.117
utopis,adhammer,HIVE,2021-03-22,0.815
utopis,nickyhavey,HIVE,2021-03-22,2.044
utopis,roleerob,HIVE,2021-03-22,14.309000000000001
utopis,poetchick4jesus,HIVE,2021-03-22,0.009
utopis,okean123,HIVE,2021-03-22,0.817
utopis,hive-id,HIVE,2021-03-22,0.053
utopis,themarkymark,HIVE,2021-03-22,44.872
utopis,darth-azrael,HIVE,2021-03-22,0.163
utopis,nikoleondas,HIVE,2021-03-22,0.636
utopis,hatoto,HIVE,2021-03-22,0.041
utopis,adamada,HIVE,2021-03-22,0.368
utopis,road2nowhere,HIVE,2021-03-22,0.341
utopis,drax,HIVE,2021-03-22,0.056
utopis,ph1102,HIVE,2021-03-22,5.3149999999999995
utopis,pixresteemer,HIVE,2021-03-22,6.9910000000000005
utopis,ykretz,HIVE,2021-03-22,0.012
utopis,blockmonster,HIVE,2021-03-22,1.636
utopis,hykss,HIVE,2021-03-22,49.876000000000005
utopis,dudeontheweb,HIVE,2021-03-22,0.274
utopis,yorra,HIVE,2021-03-22,0.041
utopis,discohedge,HIVE,2021-03-22,61.322
utopis,sevenoh-fiveoh,HIVE,2021-03-22,0.041
utopis,athomewithcraig,HIVE,2021-03-22,0.135
utopis,pieternijmeijer,HIVE,2021-03-22,2.106
utopis,xabi,HIVE,2021-03-22,8.953999999999999
utopis,oivas,HIVE,2021-03-22,0.661
utopis,dera123,HIVE,2021-03-22,17.236
utopis,numanbutt,HIVE,2021-03-22,0.204
utopis,bozz,HIVE,2021-03-22,3.066
utopis,offgridlife,HIVE,2021-03-22,0.041
utopis,revisesociology,HIVE,2021-03-22,5.6819999999999995
utopis,salexa5,HIVE,2021-03-22,0.368
utopis,honeysaver,HIVE,2021-03-22,3.475
utopis,myvest,HIVE,2021-03-22,27.799
utopis,theroad2freedom,HIVE,2021-03-22,0.409
utopis,imfarhad,HIVE,2021-03-22,0.49
utopis,beerlotto,HIVE,2021-03-22,0.123
utopis,tobetada,HIVE,2021-03-22,0.163
utopis,shepherd-stories,HIVE,2021-03-22,1.063
utopis,tomhall,HIVE,2021-03-22,2.221
utopis,partitura,HIVE,2021-03-22,26.164
utopis,quinnertronics,HIVE,2021-03-22,0.102
utopis,pixiepost,HIVE,2021-03-22,0.082
utopis,dkid14,HIVE,2021-03-22,2.044
utopis,oldmans,HIVE,2021-03-22,2.453
utopis,berthold,HIVE,2021-03-22,1.022
utopis,scooter77,HIVE,2021-03-22,0.899
utopis,rickardoh,HIVE,2021-03-22,0.865
utopis,drax.leo,HIVE,2021-03-22,0.012
utopis,netaterra,HIVE,2021-03-22,137.15800000000002
utopis,no-advice,HIVE,2021-03-22,7.154
utopis,bearbear613,HIVE,2021-03-22,17.375
utopis,dylanhobalart,HIVE,2021-03-22,1.185
utopis,denver-bob,HIVE,2021-03-22,20.441
utopis,hhayweaver,HIVE,2021-03-22,0.327
utopis,branbello,HIVE,2021-03-22,0.454
utopis,jznsamuel,HIVE,2021-03-29,0.009
utopis,pieternijmeijer,HIVE,2021-03-29,1.061
utopis,kaelci,HIVE,2021-03-29,1.861
utopis,ykretz.sports,HIVE,2021-03-29,0.003
utopis,abrockman,HIVE,2021-03-29,7.443
utopis,jzn,HIVE,2021-03-29,2.996
utopis,myfreebtc,HIVE,2021-03-29,0.093
utopis,stayoutoftherz,HIVE,2021-03-29,0.558
utopis,bilpcoinbpc,HIVE,2021-03-29,0.019
utopis,theroad2freedom,HIVE,2021-03-29,0.186
utopis,roleerob,HIVE,2021-03-29,6.513
utopis,starstrings01,HIVE,2021-03-29,0.306
utopis,anderssinho,HIVE,2021-03-29,0.019
utopis,teenagecrypto,HIVE,2021-03-29,0.412
utopis,kingneptune,HIVE,2021-03-29,1.861
utopis,partitura,HIVE,2021-03-29,11.909
utopis,evernoticethat,HIVE,2021-03-29,1.404
utopis,dagger212,HIVE,2021-03-29,2.791
utopis,failingforwards,HIVE,2021-03-29,0.201
utopis,ph1102,HIVE,2021-03-29,3.07
utopis,khan.dayyanz,HIVE,2021-03-29,4.192
utopis,discohedge,HIVE,2021-03-29,27.913
utopis,chireerocks,HIVE,2021-03-29,3.297
utopis,viniciotricolor,HIVE,2021-03-29,0.019
utopis,bobby.madagascar,HIVE,2021-03-29,0.037
utopis,trumpman,HIVE,2021-03-29,5.369
utopis,victor-alexander,HIVE,2021-03-29,0.033
utopis,dera123,HIVE,2021-03-29,7.846
utopis,finguru,HIVE,2021-03-29,0.19
utopis,uyobong,HIVE,2021-03-29,1.963
utopis,funnel,HIVE,2021-03-29,0.372
utopis,jjb777,HIVE,2021-03-29,18.818
utopis,poetchick4jesus,HIVE,2021-03-29,0.004
utopis,cwow2,HIVE,2021-03-29,4.398
utopis,cryptofiloz,HIVE,2021-03-29,0.004
utopis,rickardoh,HIVE,2021-03-29,0.394
utopis,amr008,HIVE,2021-03-29,1.249
utopis,denver-bob,HIVE,2021-03-29,9.304
utopis,thisismylife,HIVE,2021-03-29,0.186
utopis,tandara,HIVE,2021-03-29,6.141
utopis,hhayweaver,HIVE,2021-03-29,0.149
utopis,gadrian,HIVE,2021-03-29,0.298
utopis,quinnertronics,HIVE,2021-03-29,0.047
utopis,cornavirus,HIVE,2021-03-29,1.042
utopis,jeffjagoe,HIVE,2021-03-29,0.074
utopis,jersteemit,HIVE,2021-03-29,0.279
utopis,revisesociology,HIVE,2021-03-29,2.633
utopis,bhattg,HIVE,2021-03-29,1.918
utopis,jemmarti,HIVE,2021-03-29,0.372
utopis,jfang003,HIVE,2021-03-29,0.056
utopis,jlsplatts,HIVE,2021-03-29,1.582
utopis,pixresteemer,HIVE,2021-03-29,3.182
utopis,gillianpearce,HIVE,2021-03-29,0.558
utopis,road2nowhere,HIVE,2021-03-29,0.155
utopis,juecoree,HIVE,2021-03-29,0.093
utopis,pixiepost,HIVE,2021-03-29,0.037
utopis,stevelivingston,HIVE,2021-03-29,0.057
utopis,juanvegetarian,HIVE,2021-03-29,0.242
utopis,juanmiguelsalas,HIVE,2021-03-29,0.372
utopis,blockmonster,HIVE,2021-03-29,0.744
utopis,adamada,HIVE,2021-03-29,0.167
utopis,kiokizz,HIVE,2021-03-29,0.186
utopis,flauwy,HIVE,2021-03-29,6.197
utopis,cmmemes,HIVE,2021-03-29,0.196
utopis,jackofcrows,HIVE,2021-03-29,3.36
utopis,athomewithcraig,HIVE,2021-03-29,0.061
utopis,stickupboys,HIVE,2021-03-29,0.633
utopis,velourex,HIVE,2021-03-29,0.186
utopis,jongolson,HIVE,2021-03-29,7.053
utopis,a1-shroom-spores,HIVE,2021-03-29,0.261
utopis,jmsansan.leo,HIVE,2021-03-29,0.93
utopis,yorra,HIVE,2021-03-29,0.019
utopis,taskmaster4450,HIVE,2021-03-29,7.778
utopis,summertooth,HIVE,2021-03-29,1.061
utopis,honeysaver,HIVE,2021-03-29,1.582
utopis,glastar,HIVE,2021-03-29,1.861
utopis,cervisia,HIVE,2021-03-29,1.489
utopis,st8z,HIVE,2021-03-29,0.167
utopis,nickyhavey,HIVE,2021-03-29,0.93
utopis,elbrava,HIVE,2021-03-29,0.186
utopis,silverstackeruk,HIVE,2021-03-29,8.374
utopis,melinda010100,HIVE,2021-03-29,0.747
utopis,nikoleondas,HIVE,2021-03-29,0.29
utopis,trumpikas,HIVE,2021-03-29,1.117
utopis,accelerator,HIVE,2021-03-29,0.205
utopis,themarkymark,HIVE,2021-03-29,20.424
utopis,votebetting,HIVE,2021-03-29,15.073
utopis,haitch,HIVE,2021-03-29,0.186
utopis,dudeontheweb,HIVE,2021-03-29,0.125
utopis,sevenoh-fiveoh,HIVE,2021-03-29,0.019
utopis,elianaicgomes,HIVE,2021-03-29,0.372
utopis,brofundholdings,HIVE,2021-03-29,71.772
utopis,simplegame,HIVE,2021-03-29,1.005
utopis,mapac,HIVE,2021-03-29,0.93
utopis,xabi,HIVE,2021-03-29,4.076
utopis,no-advice,HIVE,2021-03-29,3.256
utopis,em3di,HIVE,2021-03-29,0.019
utopis,maarnio,HIVE,2021-03-29,0.186
utopis,meesterboom,HIVE,2021-03-29,1.861
utopis,cryptoandcoffee,HIVE,2021-03-29,0.949
utopis,brettpullen,HIVE,2021-03-29,139.564
utopis,invest4free,HIVE,2021-03-29,0.13
utopis,daniky,HIVE,2021-03-29,0.02
utopis,bearbear613,HIVE,2021-03-29,7.909
utopis,branbello,HIVE,2021-03-29,0.207
utopis,ecoinstant,HIVE,2021-03-29,2.419
utopis,myvest,HIVE,2021-03-29,12.654
utopis,imfarhad,HIVE,2021-03-29,0.223
utopis,mpath,HIVE,2021-03-29,0.316
utopis,berthold,HIVE,2021-03-29,0.465
utopis,writeandearn,HIVE,2021-03-29,0.186
utopis,miketr,HIVE,2021-03-29,1.786
utopis,adhammer,HIVE,2021-03-29,0.391
utopis,moonthumb,HIVE,2021-03-29,0.056
utopis,bitcoinflood,HIVE,2021-03-29,0.364
utopis,dylanhobalart,HIVE,2021-03-29,0.54
utopis,eirik,HIVE,2021-03-29,2.1
utopis,monsterbuster,HIVE,2021-03-29,0.093
utopis,netaterra,HIVE,2021-03-29,62.431
utopis,shroomifer,HIVE,2021-03-29,1.861
utopis,thelogicaldude,HIVE,2021-03-29,0.186
utopis,shebe,HIVE,2021-03-29,0.053
utopis,shmoogleosukami,HIVE,2021-03-29,0.776
utopis,bitandi,HIVE,2021-03-29,0.223
utopis,taskmanager,HIVE,2021-03-29,4.652
utopis,simplifylife,HIVE,2021-03-29,3.201
utopis,hatoto,HIVE,2021-03-29,0.019
utopis,arrliinn,HIVE,2021-03-29,0.261
utopis,hykss,HIVE,2021-03-29,23.186
utopis,enginewitty,HIVE,2021-03-29,4.652
utopis,libertycrypto27,HIVE,2021-03-29,0.141
utopis,erikah,HIVE,2021-03-29,0.591
utopis,bozz,HIVE,2021-03-29,1.396
utopis,oivas,HIVE,2021-03-29,0.301
utopis,skylinebuds,HIVE,2021-03-29,1.861
utopis,dkid14,HIVE,2021-03-29,0.93
utopis,tobetada,HIVE,2021-03-29,0.074
utopis,drax,HIVE,2021-03-29,0.025
utopis,ericburgoyne,HIVE,2021-03-29,0.279
utopis,snackaholic,HIVE,2021-03-29,0.149
utopis,leontr,HIVE,2021-03-29,0.186
utopis,ykretz,HIVE,2021-03-29,0.009
utopis,largeadultson,HIVE,2021-03-29,0.093
utopis,okean123,HIVE,2021-03-29,0.372
utopis,coyotelation,HIVE,2021-03-29,2.791
utopis,offgridlife,HIVE,2021-03-29,0.019
utopis,vipservice,HIVE,2021-03-29,19.45
utopis,investinthefutur,HIVE,2021-03-29,1.433
utopis,liotes.burn,HIVE,2021-03-29,0.558
utopis,salexa5,HIVE,2021-03-29,0.279
utopis,drax.leo,HIVE,2021-03-29,0.005
utopis,damla,HIVE,2021-03-29,0.223
utopis,numanbutt,HIVE,2021-03-29,0.095
utopis,tomhall,HIVE,2021-03-29,1.071
utopis,enforcer48,HIVE,2021-03-29,2.196
utopis,knowhow92,HIVE,2021-03-29,4.642
utopis,voinvote.token,HIVE,2021-03-29,0.056
utopis,lotto-de,HIVE,2021-03-29,0.112
utopis,investyourvote,HIVE,2021-03-29,0.167
utopis,oldmans,HIVE,2021-03-29,1.117
utopis,scooter77,HIVE,2021-03-29,0.409
utopis,sinistry,HIVE,2021-03-29,0.105
utopis,globalcontent,HIVE,2021-03-29,0.004
utopis,spinvest,HIVE,2021-03-29,74.433
utopis,darth-azrael,HIVE,2021-03-29,0.074
utopis,beerlotto,HIVE,2021-03-29,0.056
utopis,taskmanager,HIVE,2021-04-05,5.169
utopis,investyourvote,HIVE,2021-04-05,0.186
utopis,cryptofiloz,HIVE,2021-04-05,0.008
utopis,jeffjagoe,HIVE,2021-04-05,0.082
utopis,theroad2freedom,HIVE,2021-04-05,0.207
utopis,thelogicaldude,HIVE,2021-04-05,0.207
utopis,investinthefutur,HIVE,2021-04-05,1.592
utopis,honeysaver,HIVE,2021-04-05,1.778
utopis,invest4free,HIVE,2021-04-05,0.145
utopis,abrockman,HIVE,2021-04-05,8.271
utopis,themarkymark,HIVE,2021-04-05,22.696
utopis,beerlotto,HIVE,2021-04-05,0.062
utopis,taskmaster4450,HIVE,2021-04-05,8.643
utopis,jackofcrows,HIVE,2021-04-05,3.839
utopis,berthold,HIVE,2021-04-05,0.517
utopis,teenagecrypto,HIVE,2021-04-05,0.458
utopis,cryptoandcoffee,HIVE,2021-04-05,1.055
utopis,hykss,HIVE,2021-04-05,26.178
utopis,imfarhad,HIVE,2021-04-05,0.248
utopis,thegoliath,HIVE,2021-04-05,0.538
utopis,leosoph,HIVE,2021-04-05,0.026
utopis,bhattg,HIVE,2021-04-05,2.131
utopis,no-advice,HIVE,2021-04-05,3.619
utopis,bozz,HIVE,2021-04-05,1.551
utopis,sevenoh-fiveoh,HIVE,2021-04-05,0.021
utopis,nikoleondas,HIVE,2021-04-05,0.322
utopis,nickyhavey,HIVE,2021-04-05,1.034
utopis,shebe,HIVE,2021-04-05,0.059
utopis,netaterra,HIVE,2021-04-05,69.374
utopis,adhammer,HIVE,2021-04-05,0.452
utopis,myvest,HIVE,2021-04-05,14.061
utopis,branbello,HIVE,2021-04-05,0.229
utopis,myfreebtc,HIVE,2021-04-05,0.103
utopis,bitcoinflood,HIVE,2021-04-05,0.62
utopis,mpath,HIVE,2021-04-05,0.352
utopis,shmoogleosukami,HIVE,2021-04-05,0.862
utopis,monsterbuster,HIVE,2021-04-05,0.103
utopis,shroomifer,HIVE,2021-04-05,2.068
utopis,accelerator,HIVE,2021-04-05,0.227
utopis,miketr,HIVE,2021-04-05,1.985
utopis,brettpullen,HIVE,2021-04-05,155.085
utopis,numanbutt,HIVE,2021-04-05,0.106
utopis,melinda010100,HIVE,2021-04-05,0.83
utopis,scooter77,HIVE,2021-04-05,0.455
utopis,blockchainyouth,HIVE,2021-04-05,0.126
utopis,revisesociology,HIVE,2021-04-05,2.926
utopis,quinnertronics,HIVE,2021-04-05,0.071
utopis,blue.rabbit,HIVE,2021-04-05,0.004
utopis,blockmonster,HIVE,2021-04-05,0.827
utopis,poetchick4jesus,HIVE,2021-04-05,0.021
utopis,rickardoh,HIVE,2021-04-05,0.376
utopis,adamada,HIVE,2021-04-05,0.186
utopis,pixresteemer,HIVE,2021-04-05,3.536
utopis,pixiepost,HIVE,2021-04-05,0.041
utopis,road2nowhere,HIVE,2021-04-05,0.172
utopis,pieternijmeijer,HIVE,2021-04-05,1.179
utopis,bobby.madagascar,HIVE,2021-04-05,0.09
utopis,ph1102,HIVE,2021-04-05,3.412
utopis,partitura,HIVE,2021-04-05,13.234
utopis,roleerob,HIVE,2021-04-05,7.237
utopis,salexa5,HIVE,2021-04-05,0.372
utopis,oldmans,HIVE,2021-04-05,1.241
utopis,okean123,HIVE,2021-04-05,0.414
utopis,oivas,HIVE,2021-04-05,0.334
utopis,offgridlife,HIVE,2021-04-05,0.021
utopis,jemmarti,HIVE,2021-04-05,0.414
utopis,silverstackeruk,HIVE,2021-04-05,9.305
utopis,brofundholdings,HIVE,2021-04-05,79.755
utopis,stayoutoftherz,HIVE,2021-04-05,0.62
utopis,kaelci,HIVE,2021-04-05,2.068
utopis,jznsamuel,HIVE,2021-04-05,0.349
utopis,jzn,HIVE,2021-04-05,3.329
utopis,juecoree,HIVE,2021-04-05,0.103
utopis,stevelivingston,HIVE,2021-04-05,0.063
utopis,cmmemes,HIVE,2021-04-05,0.218
utopis,stickupboys,HIVE,2021-04-05,0.703
utopis,jongolson,HIVE,2021-04-05,7.94
utopis,coininstant,HIVE,2021-04-05,0.003
utopis,summertooth,HIVE,2021-04-05,1.241
utopis,jlsplatts,HIVE,2021-04-05,1.758
utopis,jjb777,HIVE,2021-04-05,20.911
utopis,arrliinn,HIVE,2021-04-05,0.289
utopis,tandara,HIVE,2021-04-05,7.754
utopis,jfang003,HIVE,2021-04-05,0.062
utopis,cornavirus,HIVE,2021-04-05,1.158
utopis,amr008,HIVE,2021-04-05,1.388
utopis,jersteemit,HIVE,2021-04-05,0.31
utopis,chireerocks,HIVE,2021-04-05,3.663
utopis,meesterboom,HIVE,2021-04-05,2.068
utopis,khan.dayyanz,HIVE,2021-04-05,4.689
utopis,starstrings01,HIVE,2021-04-05,0.34
utopis,mapac,HIVE,2021-04-05,1.034
utopis,simplegame,HIVE,2021-04-05,1.117
utopis,maarnio,HIVE,2021-04-05,0.207
utopis,bitandi,HIVE,2021-04-05,0.248
utopis,simplifylife,HIVE,2021-04-05,3.557
utopis,lotto-de,HIVE,2021-04-05,0.124
utopis,liotes.burn,HIVE,2021-04-05,0.62
utopis,sinistry,HIVE,2021-04-05,0.116
utopis,libertycrypto27,HIVE,2021-04-05,0.157
utopis,skylinebuds,HIVE,2021-04-05,0.843
utopis,leontr,HIVE,2021-04-05,0.207
utopis,snackaholic,HIVE,2021-04-05,0.455
utopis,largeadultson,HIVE,2021-04-05,0.103
utopis,cervisia,HIVE,2021-04-05,1.654
utopis,spinvest,HIVE,2021-04-05,82.712
utopis,knowhow92,HIVE,2021-04-05,5.246
utopis,bilpcoinbpc,HIVE,2021-04-05,0.021
utopis,st8z,HIVE,2021-04-05,0.186
utopis,kiokizz,HIVE,2021-04-05,0.207
utopis,kingneptune,HIVE,2021-04-05,2.068
utopis,tobetada,HIVE,2021-04-05,0.083
utopis,moonthumb,HIVE,2021-04-05,0.062
utopis,jmsansan.leo,HIVE,2021-04-05,1.034
utopis,trumpikas,HIVE,2021-04-05,1.241
utopis,haitch,HIVE,2021-04-05,0.207
utopis,voinvote.token,HIVE,2021-04-05,0.062
utopis,viniciotricolor,HIVE,2021-04-05,0.021
utopis,athomewithcraig,HIVE,2021-04-05,0.068
utopis,anderssinho,HIVE,2021-04-05,0.021
utopis,xabi,HIVE,2021-04-05,4.529
utopis,gadrian,HIVE,2021-04-05,0.331
utopis,bearbear613,HIVE,2021-04-05,8.788
utopis,em3di,HIVE,2021-04-05,0.021
utopis,funnel,HIVE,2021-04-05,0.414
utopis,uyobong,HIVE,2021-04-05,2.182
utopis,failingforwards,HIVE,2021-04-05,0.224
utopis,familyhistory,HIVE,2021-04-05,0.021
utopis,denver-bob,HIVE,2021-04-05,10.339
utopis,dbooster,HIVE,2021-04-05,0.1
