from,to,symbol,date,quantity
utopis,dagger212,HIVE,2021-04-05,3.102
utopis,damla,HIVE,2021-04-05,0.248
utopis,enforcer48,HIVE,2021-04-05,2.523
utopis,ecoinstant,HIVE,2021-04-05,2.688
utopis,daniky,HIVE,2021-04-05,0.023
utopis,dylanhobalart,HIVE,2021-04-05,0.6
utopis,gillianpearce,HIVE,2021-04-05,0.662
utopis,cwow2,HIVE,2021-04-05,4.887
utopis,trumpman,HIVE,2021-04-05,5.966
utopis,glastar,HIVE,2021-04-05,2.068
utopis,enginewitty,HIVE,2021-04-05,5.169
utopis,ykretz.sports,HIVE,2021-04-05,0.051
utopis,vipservice,HIVE,2021-04-05,21.754
utopis,erikah,HIVE,2021-04-05,0.656
utopis,dera123,HIVE,2021-04-05,8.718
utopis,txrose,HIVE,2021-04-05,0.021
utopis,yorra,HIVE,2021-04-05,0.021
utopis,globalcontent,HIVE,2021-04-05,0.004
utopis,dudeontheweb,HIVE,2021-04-05,0.139
utopis,writeandearn,HIVE,2021-04-05,0.207
utopis,discohedge,HIVE,2021-04-05,31.534
utopis,a1-shroom-spores,HIVE,2021-04-05,0.289
utopis,tomhall,HIVE,2021-04-05,1.364
utopis,ericburgoyne,HIVE,2021-04-05,0.31
utopis,finguru,HIVE,2021-04-05,0.415
utopis,victor-alexander,HIVE,2021-04-05,0.036
utopis,hatoto,HIVE,2021-04-05,0.021
utopis,velourex,HIVE,2021-04-05,0.207
utopis,ykretz,HIVE,2021-04-05,0.009
utopis,hhayweaver,HIVE,2021-04-05,0.165
utopis,drax.leo,HIVE,2021-04-05,0.006
utopis,votebetting,HIVE,2021-04-05,16.676
utopis,eirik,HIVE,2021-04-05,2.63
utopis,flauwy,HIVE,2021-04-05,6.634
utopis,dkid14,HIVE,2021-04-05,1.034
utopis,darth-azrael,HIVE,2021-04-05,0.083
utopis,elbrava,HIVE,2021-04-05,0.269
utopis,drax,HIVE,2021-04-05,0.037
utopis,elianaicgomes,HIVE,2021-04-05,0.414
utopis,cmmemes,HIVE,2021-04-12,0.298
utopis,velourex,HIVE,2021-04-12,0.282
utopis,jemmarti,HIVE,2021-04-12,0.565
utopis,nickyhavey,HIVE,2021-04-12,1.412
utopis,spinvest,HIVE,2021-04-12,112.951
utopis,txrose,HIVE,2021-04-12,0.028
utopis,bhattg,HIVE,2021-04-12,2.91
utopis,knowhow92,HIVE,2021-04-12,8.576
utopis,abrockman,HIVE,2021-04-12,11.295
utopis,taskmaster4450,HIVE,2021-04-12,11.803
utopis,blockchainyouth,HIVE,2021-04-12,0.172
utopis,cornavirus,HIVE,2021-04-12,1.581
utopis,ph1102,HIVE,2021-04-12,4.659
utopis,stickupboys,HIVE,2021-04-12,0.96
utopis,jersteemit,HIVE,2021-04-12,0.424
utopis,dudeontheweb,HIVE,2021-04-12,0.19
utopis,leontr,HIVE,2021-04-12,0.282
utopis,ericburgoyne,HIVE,2021-04-12,0.424
utopis,bilpcoinbpc,HIVE,2021-04-12,0.028
utopis,cervisia,HIVE,2021-04-12,2.259
utopis,erikah,HIVE,2021-04-12,0.896
utopis,vipservice,HIVE,2021-04-12,29.708
utopis,finguru,HIVE,2021-04-12,1.075
utopis,snackaholic,HIVE,2021-04-12,0.791
utopis,juecoree,HIVE,2021-04-12,0.141
utopis,shebe,HIVE,2021-04-12,0.081
utopis,pieternijmeijer,HIVE,2021-04-12,1.61
utopis,jeffjagoe,HIVE,2021-04-12,0.112
utopis,ykretz.sports,HIVE,2021-04-12,0.073
utopis,cwow2,HIVE,2021-04-12,6.772
utopis,oivas,HIVE,2021-04-12,0.457
utopis,taskmanager,HIVE,2021-04-12,7.059
utopis,largeadultson,HIVE,2021-04-12,0.141
utopis,drax,HIVE,2021-04-12,0.062
utopis,athomewithcraig,HIVE,2021-04-12,0.093
utopis,stevelivingston,HIVE,2021-04-12,0.086
utopis,netaterra,HIVE,2021-04-12,94.738
utopis,scooter77,HIVE,2021-04-12,0.621
utopis,amr008,HIVE,2021-04-12,2.676
utopis,flauwy,HIVE,2021-04-12,8.667
utopis,jmsansan.leo,HIVE,2021-04-12,1.412
utopis,bobby.madagascar,HIVE,2021-04-12,0.182
utopis,steemychicken1,HIVE,2021-04-12,13.408
utopis,jjb777,HIVE,2021-04-12,28.556
utopis,starstrings01,HIVE,2021-04-12,0.464
utopis,no-advice,HIVE,2021-04-12,4.942
utopis,partituna,HIVE,2021-04-12,0.013
utopis,khan.dayyanz,HIVE,2021-04-12,6.403
utopis,failingforwards,HIVE,2021-04-12,0.306
utopis,coininstant,HIVE,2021-04-12,0.004
utopis,uyobong,HIVE,2021-04-12,2.979
utopis,jlsplatts,HIVE,2021-04-12,2.4
utopis,chireerocks,HIVE,2021-04-12,5.003
utopis,senstless,HIVE,2021-04-12,0.768
utopis,summertooth,HIVE,2021-04-12,1.694
utopis,ykretz,HIVE,2021-04-12,0.013
utopis,salexa5,HIVE,2021-04-12,0.508
utopis,darth-azrael,HIVE,2021-04-12,0.169
utopis,stayoutoftherz,HIVE,2021-04-12,0.847
utopis,kaelci,HIVE,2021-04-12,2.824
utopis,drax.leo,HIVE,2021-04-12,0.01
utopis,oldmans,HIVE,2021-04-12,1.694
utopis,adamada,HIVE,2021-04-12,0.254
utopis,familyhistory,HIVE,2021-04-12,0.028
utopis,jznsamuel,HIVE,2021-04-12,0.195
utopis,funnel,HIVE,2021-04-12,0.565
utopis,arrliinn,HIVE,2021-04-12,0.395
utopis,discohedge,HIVE,2021-04-12,43.063
utopis,st8z,HIVE,2021-04-12,0.254
utopis,victor-alexander,HIVE,2021-04-12,0.05
utopis,jzn,HIVE,2021-04-12,4.546
utopis,gadrian,HIVE,2021-04-12,0.452
utopis,jongolson,HIVE,2021-04-12,10.985
utopis,sevenoh-fiveoh,HIVE,2021-04-12,0.028
utopis,jfang003,HIVE,2021-04-12,0.085
utopis,kiokizz,HIVE,2021-04-12,0.282
utopis,bozz,HIVE,2021-04-12,2.118
utopis,numanbutt,HIVE,2021-04-12,0.145
utopis,viniciotricolor,HIVE,2021-04-12,0.028
utopis,dkid14,HIVE,2021-04-12,1.328
utopis,tandara,HIVE,2021-04-12,14.26
utopis,okean123,HIVE,2021-04-12,0.565
utopis,successchar,HIVE,2021-04-12,0.282
utopis,roleerob,HIVE,2021-04-12,9.883
utopis,xabi,HIVE,2021-04-12,6.185
utopis,kingneptune,HIVE,2021-04-12,2.824
utopis,daniky,HIVE,2021-04-12,0.031
utopis,sames,HIVE,2021-04-12,0.029
utopis,nikoleondas,HIVE,2021-04-12,0.439
utopis,dagger212,HIVE,2021-04-12,4.236
utopis,gillianpearce,HIVE,2021-04-12,0.904
utopis,maarnio,HIVE,2021-04-12,0.282
utopis,moonthumb,HIVE,2021-04-12,0.141
utopis,votebetting,HIVE,2021-04-12,23.015
utopis,voinvote.token,HIVE,2021-04-12,0.085
utopis,thelogicaldude,HIVE,2021-04-12,0.282
utopis,dbooster,HIVE,2021-04-12,0.221
utopis,cryptoandcoffee,HIVE,2021-04-12,1.44
utopis,haitch,HIVE,2021-04-12,0.424
utopis,invest4free,HIVE,2021-04-12,0.217
utopis,lotto-de,HIVE,2021-04-12,0.198
utopis,enforcer48,HIVE,2021-04-12,4.603
utopis,honeysaver,HIVE,2021-04-12,2.428
utopis,silverstackeruk,HIVE,2021-04-12,12.707
utopis,trumpikas,HIVE,2021-04-12,1.694
utopis,berthold,HIVE,2021-04-12,0.706
utopis,simplifylife,HIVE,2021-04-12,4.857
utopis,themarkymark,HIVE,2021-04-12,30.994
utopis,writeandearn,HIVE,2021-04-12,0.282
utopis,myfreebtc,HIVE,2021-04-12,0.141
utopis,globalcontent,HIVE,2021-04-12,0.006
utopis,bitcoinflood,HIVE,2021-04-12,0.847
utopis,melinda010100,HIVE,2021-04-12,1.134
utopis,ecoinstant,HIVE,2021-04-12,3.671
utopis,theroad2freedom,HIVE,2021-04-12,0.282
utopis,brofundholdings,HIVE,2021-04-12,108.913
utopis,denver-bob,HIVE,2021-04-12,14.119
utopis,mapac,HIVE,2021-04-12,1.412
utopis,tomhall,HIVE,2021-04-12,2.14
utopis,blockmonster,HIVE,2021-04-12,1.13
utopis,shmoogleosukami,HIVE,2021-04-12,1.178
utopis,poetchick4jesus,HIVE,2021-04-12,0.028
utopis,bearbear613,HIVE,2021-04-12,12.001
utopis,elianaicgomes,HIVE,2021-04-12,0.593
utopis,hykss,HIVE,2021-04-12,36.173
utopis,hatoto,HIVE,2021-04-12,0.028
utopis,damla,HIVE,2021-04-12,0.339
utopis,mpath,HIVE,2021-04-12,0.48
utopis,simplegame,HIVE,2021-04-12,1.525
utopis,blue.rabbit,HIVE,2021-04-12,0.307
utopis,meesterboom,HIVE,2021-04-12,2.824
utopis,road2nowhere,HIVE,2021-04-12,0.236
utopis,em3di,HIVE,2021-04-12,0.028
utopis,rickardoh,HIVE,2021-04-12,0.513
utopis,imfarhad,HIVE,2021-04-12,0.339
utopis,pixresteemer,HIVE,2021-04-12,4.829
utopis,bitandi,HIVE,2021-04-12,0.339
utopis,enginewitty,HIVE,2021-04-12,7.059
utopis,investinthefutur,HIVE,2021-04-12,2.174
utopis,libertycrypto27,HIVE,2021-04-12,0.214
utopis,investyourvote,HIVE,2021-04-12,0.254
utopis,glastar,HIVE,2021-04-12,2.824
utopis,cryptofiloz,HIVE,2021-04-12,0.011
utopis,revisesociology,HIVE,2021-04-12,4.052
utopis,dera123,HIVE,2021-04-12,11.905
utopis,skylinebuds,HIVE,2021-04-12,0.021
utopis,sinistry,HIVE,2021-04-12,0.159
utopis,pixiepost,HIVE,2021-04-12,0.056
utopis,hhayweaver,HIVE,2021-04-12,0.226
utopis,dylanhobalart,HIVE,2021-04-12,0.819
utopis,shroomifer,HIVE,2021-04-12,2.824
utopis,myvest,HIVE,2021-04-12,19.202
utopis,leosoph,HIVE,2021-04-12,0.035
utopis,anderssinho,HIVE,2021-04-12,0.028
utopis,liotes.burn,HIVE,2021-04-12,0.847
utopis,tobetada,HIVE,2021-04-12,0.113
utopis,eirik,HIVE,2021-04-12,3.627
utopis,accelerator,HIVE,2021-04-12,0.311
utopis,elbrava,HIVE,2021-04-12,0.395
utopis,yorra,HIVE,2021-04-12,0.028
utopis,branbello,HIVE,2021-04-12,0.313
utopis,monsterbuster,HIVE,2021-04-12,0.141
utopis,quinnertronics,HIVE,2021-04-12,0.097
utopis,jackofcrows,HIVE,2021-04-12,5.405
utopis,adhammer,HIVE,2021-04-12,0.578
utopis,miketr,HIVE,2021-04-12,2.824
utopis,a1-shroom-spores,HIVE,2021-04-12,0.395
utopis,brettpullen,HIVE,2021-04-12,211.785
utopis,trumpman,HIVE,2021-04-12,8.147
utopis,elianaicgomes,HIVE,2021-04-19,1.272
utopis,finguru,HIVE,2021-04-19,1.67
utopis,familyhistory,HIVE,2021-04-19,0.042
utopis,kaelci,HIVE,2021-04-19,4.24
utopis,miketr,HIVE,2021-04-19,4.24
utopis,votebetting,HIVE,2021-04-19,34.493
utopis,damla,HIVE,2021-04-19,0.509
utopis,melinda010100,HIVE,2021-04-19,1.702
utopis,moonthumb,HIVE,2021-04-19,0.212
utopis,jzn,HIVE,2021-04-19,6.996
utopis,numanbutt,HIVE,2021-04-19,0.217
utopis,monsterbuster,HIVE,2021-04-19,0.212
utopis,steemychicken1,HIVE,2021-04-19,20.131
utopis,brettpullen,HIVE,2021-04-19,317.99
utopis,scooter77,HIVE,2021-04-19,0.933
utopis,silverstackeruk,HIVE,2021-04-19,19.079
utopis,eirik,HIVE,2021-04-19,6.826
utopis,xabi,HIVE,2021-04-19,9.286
utopis,stayoutoftherz,HIVE,2021-04-19,1.272
utopis,shroomfund,HIVE,2021-04-19,4.24
utopis,victor-alexander,HIVE,2021-04-19,0.075
utopis,meesterboom,HIVE,2021-04-19,4.24
utopis,chireerocks,HIVE,2021-04-19,7.512
utopis,accelerator,HIVE,2021-04-19,0.466
utopis,juecoree,HIVE,2021-04-19,0.212
utopis,justclickindiva,HIVE,2021-04-19,0.042
utopis,elbrava,HIVE,2021-04-19,0.615
utopis,daniky,HIVE,2021-04-19,0.047
utopis,drax.leo,HIVE,2021-04-19,0.027
utopis,sevenoh-fiveoh,HIVE,2021-04-19,0.042
utopis,knowhow92,HIVE,2021-04-19,15.494
utopis,nickyhavey,HIVE,2021-04-19,2.12
utopis,enforcer48,HIVE,2021-04-19,6.911
utopis,spinvest,HIVE,2021-04-19,169.593
utopis,erikah,HIVE,2021-04-19,1.346
utopis,writeandearn,HIVE,2021-04-19,0.424
utopis,liotes.burn,HIVE,2021-04-19,1.272
utopis,cervisia,HIVE,2021-04-19,3.392
utopis,bilpcoinbpc,HIVE,2021-04-19,0.042
utopis,myvest,HIVE,2021-04-19,28.831
utopis,sinistry,HIVE,2021-04-19,0.45
utopis,libertycrypto27,HIVE,2021-04-19,0.322
utopis,largeadultson,HIVE,2021-04-19,0.212
utopis,athomewithcraig,HIVE,2021-04-19,0.14
utopis,anderssinho,HIVE,2021-04-19,0.042
utopis,dylanhobalart,HIVE,2021-04-19,1.23
utopis,snackaholic,HIVE,2021-04-19,1.187
utopis,netaterra,HIVE,2021-04-19,142.246
utopis,skylinebuds,HIVE,2021-04-19,0.032
utopis,leosoph,HIVE,2021-04-19,0.052
utopis,ericburgoyne,HIVE,2021-04-19,0.636
utopis,shebe,HIVE,2021-04-19,0.121
utopis,vipservice,HIVE,2021-04-19,44.606
utopis,leontr,HIVE,2021-04-19,0.424
utopis,dudeontheweb,HIVE,2021-04-19,0.285
utopis,bitandi,HIVE,2021-04-19,0.509
utopis,adhammer,HIVE,2021-04-19,0.867
utopis,nikoleondas,HIVE,2021-04-19,0.66
utopis,mapac,HIVE,2021-04-19,3.731
utopis,senstless,HIVE,2021-04-19,2.423
utopis,failingforwards,HIVE,2021-04-19,0.459
utopis,shmoogleosukami,HIVE,2021-04-19,1.768
utopis,khan.dayyanz,HIVE,2021-04-19,9.614
utopis,no-advice,HIVE,2021-04-19,7.42
utopis,brofundholdings,HIVE,2021-04-19,163.53
utopis,ecoinstant,HIVE,2021-04-19,4.24
utopis,starstrings01,HIVE,2021-04-19,0.697
utopis,arrliinn,HIVE,2021-04-19,0.594
utopis,simplegame,HIVE,2021-04-19,2.29
utopis,mpath,HIVE,2021-04-19,1.145
utopis,maarnio,HIVE,2021-04-19,0.424
utopis,dagger212,HIVE,2021-04-19,6.36
utopis,em3di,HIVE,2021-04-19,0.042
utopis,kingneptune,HIVE,2021-04-19,4.24
utopis,bitcoinflood,HIVE,2021-04-19,2.12
utopis,voinvote.token,HIVE,2021-04-19,0.127
utopis,branbello,HIVE,2021-04-19,0.471
utopis,bozz,HIVE,2021-04-19,3.18
utopis,viniciotricolor,HIVE,2021-04-19,0.042
utopis,lotto-de,HIVE,2021-04-19,0.297
utopis,kiokizz,HIVE,2021-04-19,0.424
utopis,st8z,HIVE,2021-04-19,0.382
utopis,ervin-lemark,HIVE,2021-04-19,0.962
utopis,simplifylife,HIVE,2021-04-19,7.293
utopis,stevelivingston,HIVE,2021-04-19,0.129
utopis,blockchainyouth,HIVE,2021-04-19,0.259
utopis,roleerob,HIVE,2021-04-19,14.839
utopis,jjb777,HIVE,2021-04-19,42.877
utopis,blue.rabbit,HIVE,2021-04-19,0.461
utopis,txrose,HIVE,2021-04-19,0.042
utopis,partituna,HIVE,2021-04-19,0.02
utopis,denver-bob,HIVE,2021-04-19,15.899
utopis,a1-shroom-spores,HIVE,2021-04-19,0.594
utopis,summertooth,HIVE,2021-04-19,2.671
utopis,coininstant,HIVE,2021-04-19,0.133
utopis,uyobong,HIVE,2021-04-19,1.112
utopis,funnel,HIVE,2021-04-19,0.848
utopis,illusivelf,HIVE,2021-04-19,2.124
utopis,jemmarti,HIVE,2021-04-19,0.848
utopis,tomhall,HIVE,2021-04-19,4.687
utopis,georgeknowsall,HIVE,2021-04-19,0.138
utopis,jlsplatts,HIVE,2021-04-19,3.604
utopis,gadrian,HIVE,2021-04-19,0.678
utopis,ykretz,HIVE,2021-04-19,0.02
utopis,glastar,HIVE,2021-04-19,4.24
utopis,investyourvote,HIVE,2021-04-19,0.382
utopis,hykss,HIVE,2021-04-19,54.736
utopis,poetchick4jesus,HIVE,2021-04-19,0.042
utopis,oldmans,HIVE,2021-04-19,2.544
utopis,yorra,HIVE,2021-04-19,0.042
utopis,road2nowhere,HIVE,2021-04-19,0.354
utopis,berthold,HIVE,2021-04-19,1.06
utopis,trumpikas,HIVE,2021-04-19,2.544
utopis,bobby.madagascar,HIVE,2021-04-19,0.443
utopis,darth-azrael,HIVE,2021-04-19,0.254
utopis,invest4free,HIVE,2021-04-19,0.382
utopis,discohedge,HIVE,2021-04-19,64.657
utopis,jfang003,HIVE,2021-04-19,0.424
utopis,cryptoandcoffee,HIVE,2021-04-19,2.162
utopis,haitch,HIVE,2021-04-19,0.636
utopis,cornavirus,HIVE,2021-04-19,2.374
utopis,jersteemit,HIVE,2021-04-19,0.636
utopis,thelogicaldude,HIVE,2021-04-19,0.424
utopis,globalcontent,HIVE,2021-04-19,0.008
utopis,pixresteemer,HIVE,2021-04-19,7.25
utopis,tandara,HIVE,2021-04-19,22.259
utopis,investinthefutur,HIVE,2021-04-19,3.265
utopis,imfarhad,HIVE,2021-04-19,0.636
utopis,bhattg,HIVE,2021-04-19,4.369
utopis,rickardoh,HIVE,2021-04-19,0.77
utopis,adamada,HIVE,2021-04-19,0.509
utopis,ph1102,HIVE,2021-04-19,7.038
utopis,jmsansan.leo,HIVE,2021-04-19,2.12
utopis,themarkymark,HIVE,2021-04-19,46.536
utopis,hhayweaver,HIVE,2021-04-19,0.339
utopis,velourex,HIVE,2021-04-19,0.424
utopis,jongolson,HIVE,2021-04-19,16.705
utopis,revisesociology,HIVE,2021-04-19,6.084
utopis,honeysaver,HIVE,2021-04-19,3.646
utopis,jeffjagoe,HIVE,2021-04-19,0.168
utopis,pixiepost,HIVE,2021-04-19,0.085
utopis,hatoto,HIVE,2021-04-19,0.042
utopis,pieternijmeijer,HIVE,2021-04-19,2.421
utopis,trumpman,HIVE,2021-04-19,12.232
utopis,stickupboys,HIVE,2021-04-19,1.604
utopis,dbooster,HIVE,2021-04-19,0.331
utopis,cwow2,HIVE,2021-04-19,10.167
utopis,abrockman,HIVE,2021-04-19,16.959
utopis,taskmanager,HIVE,2021-04-19,10.6
utopis,quinnertronics,HIVE,2021-04-19,0.167
utopis,cmmemes,HIVE,2021-04-19,0.447
utopis,sames,HIVE,2021-04-19,0.044
utopis,ykretz.sports,HIVE,2021-04-19,0.11
utopis,okean123,HIVE,2021-04-19,0.848
utopis,salexa5,HIVE,2021-04-19,0.763
utopis,amr008,HIVE,2021-04-19,4.018
utopis,bearbear613,HIVE,2021-04-19,18.019
utopis,theroad2freedom,HIVE,2021-04-19,0.424
utopis,tobetada,HIVE,2021-04-19,0.17
utopis,dera123,HIVE,2021-04-19,17.876
utopis,drax,HIVE,2021-04-19,0.106
utopis,dkid14,HIVE,2021-04-19,1.994
utopis,roger.remix,HIVE,2021-04-19,21.199
utopis,jackofcrows,HIVE,2021-04-19,8.347
utopis,successchar,HIVE,2021-04-19,0.466
utopis,oivas,HIVE,2021-04-19,0.686
utopis,blockmonster,HIVE,2021-04-19,1.696
utopis,gillianpearce,HIVE,2021-04-19,1.357
utopis,taskmaster4450,HIVE,2021-04-19,17.723
utopis,gillianpearce,HIVE,2021-04-26,1.115
utopis,vipservice,HIVE,2021-04-26,34.49
utopis,globalcontent,HIVE,2021-04-26,0.007
utopis,jackofcrows,HIVE,2021-04-26,6.995
utopis,anderssinho,HIVE,2021-04-26,0.035
utopis,berthold,HIVE,2021-04-26,0.871
utopis,leosoph,HIVE,2021-04-26,0.043
utopis,investyourvote,HIVE,2021-04-26,0.348
utopis,libertycrypto27,HIVE,2021-04-26,0.264
utopis,sinistry,HIVE,2021-04-26,0.37
utopis,glastar,HIVE,2021-04-26,3.484
utopis,bitcoinflood,HIVE,2021-04-26,1.742
utopis,myvest,HIVE,2021-04-26,23.69
utopis,shebe,HIVE,2021-04-26,0.1
utopis,dylanhobalart,HIVE,2021-04-26,1.01
utopis,amr008,HIVE,2021-04-26,3.301
utopis,writeandearn,HIVE,2021-04-26,0.348
utopis,pixiepost,HIVE,2021-04-26,0.07
utopis,adamada,HIVE,2021-04-26,0.418
utopis,liotes.burn,HIVE,2021-04-26,1.045
utopis,ykretz.sports,HIVE,2021-04-26,0.09
utopis,enforcer48,HIVE,2021-04-26,5.853
utopis,investinthefutur,HIVE,2021-04-26,2.717
utopis,pixresteemer,HIVE,2021-04-26,5.957
utopis,blockchainyouth,HIVE,2021-04-26,0.393
utopis,trumpikas,HIVE,2021-04-26,2.09
utopis,preparedwombat,HIVE,2021-04-26,0.035
utopis,damla,HIVE,2021-04-26,0.418
utopis,meesterboom,HIVE,2021-04-26,3.484
utopis,theroad2freedom,HIVE,2021-04-26,0.348
utopis,bitandi,HIVE,2021-04-26,0.418
utopis,adhammer,HIVE,2021-04-26,0.643
utopis,honeysaver,HIVE,2021-04-26,2.996
utopis,silverstackeruk,HIVE,2021-04-26,15.677
utopis,bearbear613,HIVE,2021-04-26,14.806
utopis,shroomfund,HIVE,2021-04-26,3.902
utopis,monsterbuster,HIVE,2021-04-26,0.174
utopis,hatoto,HIVE,2021-04-26,0.035
utopis,elbrava,HIVE,2021-04-26,0.505
utopis,melinda010100,HIVE,2021-04-26,1.399
utopis,quinnertronics,HIVE,2021-04-26,0.137
utopis,tmholdings,HIVE,2021-04-26,8.71
utopis,revisesociology,HIVE,2021-04-26,4.999
utopis,brettpullen,HIVE,2021-04-26,261.292
utopis,accelerator,HIVE,2021-04-26,0.383
utopis,blockmonster,HIVE,2021-04-26,1.394
utopis,eirik,HIVE,2021-04-26,5.563
utopis,votebetting,HIVE,2021-04-26,30.528
utopis,hhayweaver,HIVE,2021-04-26,0.279
utopis,tobetada,HIVE,2021-04-26,0.139
utopis,dbooster,HIVE,2021-04-26,0.272
utopis,simplifylife,HIVE,2021-04-26,5.992
utopis,hykss,HIVE,2021-04-26,45.499
utopis,elianaicgomes,HIVE,2021-04-26,1.045
utopis,yorra,HIVE,2021-04-26,0.035
utopis,invest4free,HIVE,2021-04-26,0.366
utopis,lotto-de,HIVE,2021-04-26,0.244
utopis,branbello,HIVE,2021-04-26,0.387
utopis,haitch,HIVE,2021-04-26,0.523
utopis,voinvote.token,HIVE,2021-04-26,0.105
utopis,rickardoh,HIVE,2021-04-26,0.633
utopis,em3di,HIVE,2021-04-26,0.035
utopis,imfarhad,HIVE,2021-04-26,0.523
utopis,cryptoandcoffee,HIVE,2021-04-26,1.777
utopis,blue.rabbit,HIVE,2021-04-26,0.901
utopis,themarkymark,HIVE,2021-04-26,38.239
utopis,thelogicaldude,HIVE,2021-04-26,0.348
utopis,mpath,HIVE,2021-04-26,1.289
utopis,simplegame,HIVE,2021-04-26,1.881
utopis,denver-bob,HIVE,2021-04-26,10.452
utopis,illusivelf,HIVE,2021-04-26,1.745
utopis,ecoinstant,HIVE,2021-04-26,3.484
utopis,brofundholdings,HIVE,2021-04-26,134.373
utopis,poetchick4jesus,HIVE,2021-04-26,0.035
utopis,tomhall,HIVE,2021-04-26,4.181
utopis,mapac,HIVE,2021-04-26,2.822
utopis,shmoogleosukami,HIVE,2021-04-26,1.453
utopis,moonthumb,HIVE,2021-04-26,0.174
utopis,maarnio,HIVE,2021-04-26,0.348
utopis,road2nowhere,HIVE,2021-04-26,0.291
utopis,miketr,HIVE,2021-04-26,3.484
utopis,leontr,HIVE,2021-04-26,0.348
utopis,jlsplatts,HIVE,2021-04-26,2.961
utopis,nonsowrites,HIVE,2021-04-26,0.052
utopis,drax.leo,HIVE,2021-04-26,0.023
utopis,uyobong,HIVE,2021-04-26,0.013
utopis,senstless,HIVE,2021-04-26,2.527
utopis,failingforwards,HIVE,2021-04-26,0.377
utopis,summertooth,HIVE,2021-04-26,2.265
utopis,khan.dayyanz,HIVE,2021-04-26,8.065
utopis,no-advice,HIVE,2021-04-26,6.097
utopis,starstrings01,HIVE,2021-04-26,0.573
utopis,partituna,HIVE,2021-04-26,0.016
utopis,arrliinn,HIVE,2021-04-26,0.488
utopis,funnel,HIVE,2021-04-26,0.697
utopis,roleerob,HIVE,2021-04-26,12.194
utopis,bhattg,HIVE,2021-04-26,3.59
utopis,kingneptune,HIVE,2021-04-26,3.484
utopis,dagger212,HIVE,2021-04-26,5.226
utopis,tandara,HIVE,2021-04-26,18.708
utopis,discohedge,HIVE,2021-04-26,53.129
utopis,bozz,HIVE,2021-04-26,3.484
utopis,jfang003,HIVE,2021-04-26,0.348
utopis,viniciotricolor,HIVE,2021-04-26,0.035
utopis,daniky,HIVE,2021-04-26,0.038
utopis,ykretz,HIVE,2021-04-26,0.049
utopis,kiokizz,HIVE,2021-04-26,0.348
utopis,oldmans,HIVE,2021-04-26,2.09
utopis,jmsansan.leo,HIVE,2021-04-26,1.742
utopis,juanvegetarian,HIVE,2021-04-26,0.035
utopis,drax,HIVE,2021-04-26,0.097
utopis,finguru,HIVE,2021-04-26,1.373
utopis,oivas,HIVE,2021-04-26,0.563
utopis,velourex,HIVE,2021-04-26,0.348
utopis,juecoree,HIVE,2021-04-26,0.174
utopis,xabi,HIVE,2021-04-26,7.63
utopis,justclickindiva,HIVE,2021-04-26,0.035
utopis,cmmemes,HIVE,2021-04-26,0.367
utopis,scooter77,HIVE,2021-04-26,1.045
utopis,steemychicken1,HIVE,2021-04-26,16.542
utopis,stickupboys,HIVE,2021-04-26,1.318
utopis,sames,HIVE,2021-04-26,0.036
utopis,jongolson,HIVE,2021-04-26,13.901
utopis,jzn,HIVE,2021-04-26,5.748
utopis,numanbutt,HIVE,2021-04-26,0.178
utopis,stayoutoftherz,HIVE,2021-04-26,1.045
utopis,okean123,HIVE,2021-04-26,0.697
utopis,chireerocks,HIVE,2021-04-26,6.172
utopis,successchar,HIVE,2021-04-26,0.383
utopis,victor-alexander,HIVE,2021-04-26,0.061
utopis,salexa5,HIVE,2021-04-26,0.627
utopis,familyhistory,HIVE,2021-04-26,0.035
utopis,kaelci,HIVE,2021-04-26,3.484
utopis,bobby.madagascar,HIVE,2021-04-26,0.626
utopis,jjb777,HIVE,2021-04-26,35.232
utopis,bilpcoinbpc,HIVE,2021-04-26,0.035
utopis,cervisia,HIVE,2021-04-26,2.787
utopis,dudeontheweb,HIVE,2021-04-26,0.234
utopis,knowhow92,HIVE,2021-04-26,12.731
utopis,nickyhavey,HIVE,2021-04-26,1.742
utopis,snackaholic,HIVE,2021-04-26,0.975
utopis,spinvest,HIVE,2021-04-26,139.355
utopis,abrockman,HIVE,2021-04-26,13.935
utopis,darth-azrael,HIVE,2021-04-26,0.209
utopis,cornavirus,HIVE,2021-04-26,1.951
utopis,netaterra,HIVE,2021-04-26,116.884
utopis,jemmarti,HIVE,2021-04-26,0.697
utopis,erikah,HIVE,2021-04-26,1.119
utopis,athomewithcraig,HIVE,2021-04-26,0.115
utopis,largeadultson,HIVE,2021-04-26,0.174
utopis,ph1102,HIVE,2021-04-26,5.783
utopis,trumpman,HIVE,2021-04-26,10.486
utopis,jeffjagoe,HIVE,2021-04-26,0.138
utopis,sevenoh-fiveoh,HIVE,2021-04-26,0.035
utopis,st8z,HIVE,2021-04-26,0.314
utopis,cwow2,HIVE,2021-04-26,8.389
utopis,nikoleondas,HIVE,2021-04-26,0.542
utopis,ervin-lemark,HIVE,2021-04-26,0.791
utopis,gadrian,HIVE,2021-04-26,0.557
utopis,pieternijmeijer,HIVE,2021-04-26,2.003
utopis,roger.remix,HIVE,2021-04-26,17.419
utopis,javiersebastian,HIVE,2021-04-26,0.07
utopis,taskmaster4450,HIVE,2021-04-26,14.563
